,Neighbourhood Latitude,Neighbourhood Longitude,Venue,Venue Latitude,Venue Longitude,Venue Category
33,34.0301241,-118.2417786,Pro DJ,34.03120724,-118.2454814,Music Store
34,34.0301241,-118.2417786,Growing Up,34.03096008,-118.2400055,Daycare
35,34.0301241,-118.2417786,General Seafood Distributor Inc.,34.028301,-118.240424,Fish Market
36,34.0301241,-118.2417786,Mega Mex,34.028447,-118.23998,Toy / Game Store
37,34.0301241,-118.2417786,Ella Moss HQ,34.03173192,-118.23879,Clothing Store
38,34.0301241,-118.2417786,Sound Factory,34.0306015,-118.2445831,Automotive Shop
39,34.0301241,-118.2417786,Morita Nut house,34.031339,-118.241317,Fruit & Vegetable Store
40,34.0301241,-118.2417786,Tesla Supercharger (ROW DTLA – Level 5),34.033207,-118.240107,EV Charging Station
41,34.0301241,-118.2417786,Navarro Party Supplies,34.031966,-118.244593,Miscellaneous Shop
42,34.0301241,-118.2417786,66-9 Colour Club,34.03094482,-118.2401276,Fish Market
43,34.0301241,-118.2417786,Dulce Mexicano,34.028792,-118.240855,Candy Store
44,34.0301241,-118.2417786,illing,34.0310173,-118.2399445,Gym Pool
45,34.0301241,-118.2417786,Allied Refrigeration,34.03120298,-118.2455385,Hardware Store
46,34.0301241,-118.2417786,Cannibal Flower,34.03004074,-118.2394333,Art Gallery
47,34.0301241,-118.2417786,Waffa Spices,34.03037262,-118.2426605,Food
48,34.0301241,-118.2417786,Umina Bros. Inc,34.0311362,-118.2417244,Fruit & Vegetable Store
49,34.0301241,-118.2417786,Rite Now,34.03092575,-118.2400665,Medical School
50,34.0301241,-118.2417786,8th Street And Alemeda,34.029909,-118.238188,Other Great Outdoors
51,34.0301241,-118.2417786,Automation Printing,34.027086,-118.240478,Office
52,34.0301241,-118.2417786,El Chido,34.031243,-118.244962,Automotive Shop
53,34.0301241,-118.2417786,Stranger Things: The Drive-Into Experience,34.033105,-118.239138,Entertainment Service
54,34.0301241,-118.2417786,Higher Learning,34.03091049,-118.2400818,College History Building
55,34.0301241,-118.2417786,Olympic Fixtures,34.02939224,-118.2397156,Miscellaneous Shop
56,34.0301241,-118.2417786,The Factor,34.028566,-118.239642,Financial or Legal Service
57,34.0301241,-118.2417786,Escamex,34.03010941,-118.2402573,Convenience Store
58,34.0301241,-118.2417786,City Ag,34.02956897,-118.240201,Building
59,34.0301241,-118.2417786,Aleman Bros,34.03048893,-118.2424197,Miscellaneous Shop
60,34.0301241,-118.2417786,Lausd - Asbestos Technical Unit,34.027666,-118.244315,Building
61,34.0301241,-118.2417786,urbn pizza,34.031651,-118.23965,Pizza Place
62,34.0301241,-118.2417786,MVMT Theory,34.034516,-118.240927,Gym / Fitness Center
63,34.0301241,-118.2417786,LA Times Olympic  Printing,34.02898788,-118.2377777,Research Station
64,34.0301241,-118.2417786,Alameda/Central,34.03181484,-118.2442879,Food Court
65,34.0301241,-118.2417786,QSI Produce,34.03017503,-118.2435055,Building
66,34.0301241,-118.2417786,Lunar Revelation 59-8,34.03095245,-118.2401199,Wings Joint
67,34.0301241,-118.2417786,save the world,34.03096008,-118.2399979,College Football Field
68,34.0301241,-118.2417786,Art + Beat,34.03122711,-118.2400742,Medical School
69,34.0301241,-118.2417786,Jello &  Living Colour 73-10,34.03096008,-118.2400055,Garden
70,34.0301241,-118.2417786,Kickin' Back,34.03105164,-118.2399063,Resort
71,34.0301241,-118.2417786,G.M. Case Appoint,34.03119417,-118.2402105,Building
72,34.0301241,-118.2417786,Alameda Music,34.029398,-118.239672,Office
73,34.0301241,-118.2417786,Knice Clothing,34.027364,-118.240786,Men's Store
74,34.0301241,-118.2417786,TNT Locksmith,34.031966,-118.244593,Locksmith
75,34.0301241,-118.2417786,Tacos Chemos taco Truck,34.0290063,-118.2406559,Taco Place
76,34.0301241,-118.2417786,studio42,34.02796193,-118.2392621,Water Park
77,34.0301241,-118.2417786,Dj,34.032153,-118.246694,Nightlife Spot
78,34.0301241,-118.2417786,Yaris Produce,34.04765701,-118.2714233,Food
79,34.0301241,-118.2417786,BraveStar Club,34.03102493,-118.240036,Karaoke Bar
80,34.0301241,-118.2417786,Pacific Giant,34.03318024,-118.2376328,Seafood Restaurant
81,34.0301241,-118.2417786,Ugly Drum,34.032899,-118.239774,Food Stand
82,34.0301241,-118.2417786,West Coast Sales Distributors,34.031282,-118.243275,Food
83,34.0301241,-118.2417786,Qsi,34.030548,-118.243473,Food
84,34.0301241,-118.2417786,El Mexicano Produce,34.03004074,-118.2394333,Food
85,34.0301241,-118.2417786,Model Writing Zone,34.03124237,-118.2398682,Karaoke Bar
86,34.0301241,-118.2417786,Villegas Produce,34.03031158,-118.2373505,Deli / Bodega
87,34.0301241,-118.2417786,Scum Dungeon,34.02731139,-118.2409977,Design Studio
88,34.0301241,-118.2417786,East 10th Street Market,34.03191376,-118.2447968,Liquor Store
89,34.0301241,-118.2417786,GoJane HQ,34.03316767,-118.2421521,Office
90,34.00184246,-118.2211268,Farmer John,34.00666279,-118.2174916,Building
91,34.00184246,-118.2211268,BNB Glass vases,34.002118,-118.220157,Flower Shop
92,34.00184246,-118.2211268,Fashion Nova Warehouse,34.002277,-118.21843,Warehouse
93,34.00184246,-118.2211268,Villa Latina,34.00034,-118.219238,Nightclub
94,34.00184246,-118.2211268,Overhill Farms,34.006217,-118.223931,Building
95,34.00184246,-118.2211268,ARCO,34.0058403,-118.220108,Gas Station
96,34.00184246,-118.2211268,ampm,34.005932,-118.220293,Convenience Store
97,34.00184246,-118.2211268,Tuxedo LA - Warehouse Film Location,33.99822,-118.2273,Film Studio
98,34.00184246,-118.2211268,EMJ,33.991246,-118.225648,Factory
99,34.00184246,-118.2211268,GT's Kombucha,34.001057,-118.226717,Building
100,34.00184246,-118.2211268,Great American Packaging,34.0044,-118.219854,Building
101,34.00184246,-118.2211268,Tadashi Shoji Studio,34.00365551,-118.2149425,Coworking Space
102,34.00184246,-118.2211268,Millenium Knitting,34.00175,-118.221311,Office
103,34.00184246,-118.2211268,Stacy Medical Center,34.002043,-118.224909,Doctor's Office
104,34.00184246,-118.2211268,C.R. Laurence,34.00597155,-118.2268756,Hardware Store
105,34.00184246,-118.2211268,Dollhalla,34.00196838,-118.2235413,Athletics & Sports
106,34.00184246,-118.2211268,Whole Foods Market Southern Pacific Distribution Center,33.99884,-118.224309,Warehouse
107,34.00184246,-118.2211268,Four Seasons,34.006086,-118.222027,Building
108,34.00184246,-118.2211268,US Post Office,33.9964766,-118.2270887,Post Office
109,34.00184246,-118.2211268,New Zealand Seafoods,34.005284,-118.213485,Seafood Restaurant
110,34.00184246,-118.2211268,Colony Products,33.99997,-118.217951,Food
111,34.00184246,-118.2211268,Westside Patients Collective,34.018718,-118.23253,Pharmacy
112,34.00184246,-118.2211268,Herve Leger by Max Azria,34.083206,-118.37338,Boutique
113,34.00184246,-118.2211268,farmer john mural art,34.00612434,-118.2196676,Farm
114,34.00184246,-118.2211268,Concentra Urgent Care,34.0070845,-118.2200874,Medical Center
115,34.00184246,-118.2211268,McDonald's,34.0084247,-118.2201788,Fast Food Restaurant
116,34.00184246,-118.2211268,A Place to Waste 8 Hours,33.99722627,-118.2204672,Office
117,34.00184246,-118.2211268,Pacifica Foods,34.003461,-118.184644,Office
118,34.00184246,-118.2211268,Hocean Food Corp.,33.99938595,-118.2275892,Coworking Space
119,34.00184246,-118.2211268,WJL Distributors Wearhouse,34.00335259,-118.2161722,Building
120,34.00184246,-118.2211268,Plates & Beyond,34.002509,-118.213724,Building
121,34.00184246,-118.2211268,Pabco Paper pro,34.002881,-118.228592,Paper / Office Supplies Store
122,34.00184246,-118.2211268,F. Gavina and Sons,33.99516,-118.222905,Coffee Shop
123,34.00184246,-118.2211268,Melissa's Produce,33.99474994,-118.220861,Warehouse
124,34.00184246,-118.2211268,Indi Ev,33.997967,-118.219712,Business Center
125,34.00184246,-118.2211268,Gavina Gourmet Coffee,33.99674249,-118.2211583,Office
126,34.00184246,-118.2211268,coast packing co,34.00547409,-118.2162018,Factory
127,34.00184246,-118.2211268,Atlas Aluminum,34.0026371,-118.2210155,Factory
128,34.00184246,-118.2211268,Azazel,34.001659,-118.224912,Building
129,34.00184246,-118.2211268,Salon Gloria,34.00349045,-118.2421494,General Entertainment
130,34.00184246,-118.2211268,On Twelfth,33.999681,-118.222862,Women's Store
131,34.00184246,-118.2211268,S&S Auto Transmissions,34.002755,-118.219692,Automotive Shop
132,34.00184246,-118.2211268,Aircraft X-Ray,33.995202,-118.224809,Building
133,34.00184246,-118.2211268,U.S. Health Works,34.00715637,-118.2208328,Medical Center
134,34.00184246,-118.2211268,Flores Design Inc.,34.00127802,-118.22509,Furniture / Home Store
135,34.00184246,-118.2211268,Nima Wholesale,34.00542913,-118.2229688,Building
136,34.00184246,-118.2211268,Camino Real,34.004853,-118.225102,Distribution Center
137,34.00184246,-118.2211268,OKK Trading,34.003863,-118.221053,Building
138,34.00184246,-118.2211268,Selectra Industries,33.997403,-118.226608,Building
139,34.00184246,-118.2211268,Monique Lhullier Sampe Sale Line,34.00355,-118.227066,Pop-Up Shop
140,34.00184246,-118.2211268,Best Buy Produce,34.003722,-118.216883,Electronics Store
141,34.00184246,-118.2211268,Vernon Check Cashing,34.00725174,-118.2208023,Bank
142,34.00184246,-118.2211268,Tonys Party Supplies,33.99817431,-118.2255846,Arts & Crafts Store
143,34.00184246,-118.2211268,Hudson Sample Sale,34.0080719,-118.2247314,Women's Store
144,34.00184246,-118.2211268,Alberts Organic,34.00530758,-118.2151253,Grocery Store
145,34.00184246,-118.2211268,The Fruit Man,33.99817162,-118.2239455,Food Truck
146,34.00184246,-118.2211268,Owens Illinois Glass Plant,33.996927,-118.218384,Professional & Other Places
147,34.00184246,-118.2211268,Union Ice Company,33.997669,-118.215838,Rental Service
148,34.00184246,-118.2211268,Best Oriental,34.000441,-118.216706,Building
149,34.00184246,-118.2211268,PWP Industries Plant,34.00745524,-118.2231474,Building
150,34.00184246,-118.2211268,BCBG Soto Bldg,33.99628963,-118.2228203,Office
151,34.00184246,-118.2211268,produce land,34.00025177,-118.2156372,Building
152,34.00184246,-118.2211268,Qwikway Trucking Company,33.99916178,-118.2160408,Building
153,34.00184246,-118.2211268,MeatCo Provisions Inc.,33.999171,-118.213796,Office
154,34.00184246,-118.2211268,California Specialty,34.001088,-118.225807,Miscellaneous Shop
155,34.00184246,-118.2211268,Vernon Yard-Metro,34.00390839,-118.2268582,Bus Line
156,34.00184246,-118.2211268,Vacant Factory,34.001383,-118.210982,Factory
157,34.00184246,-118.2211268,Tool And Abrasive Supply,33.999792,-118.217165,Building
158,34.00184246,-118.2211268,Edison Fruitland Substation,33.996966,-118.221289,Building
159,34.00184246,-118.2211268,Specialty Meats Inc.,34.004208,-118.21863,Office
160,34.00184246,-118.2211268,Atlas galvanizing,34.00035,-118.22402,Factory
161,34.00184246,-118.2211268,Littlejohn-Reuland Corp,34.002336,-118.226121,Building
162,34.00184246,-118.2211268,Growers #7,34.004218,-118.217299,Factory
163,34.00184246,-118.2211268,Pactiv - Vernon,34.007346,-118.22398,Factory
164,34.00184246,-118.2211268,metal improvement,34.002572,-118.209556,Factory
165,34.00184246,-118.2211268,Patterson J Kincaid,33.996187,-118.21987,Factory
166,34.00184246,-118.2211268,Real Mex Foods,34.006057,-118.214331,Office
167,34.00184246,-118.2211268,Second Generation,34.004519,-118.228695,Office
168,34.00184246,-118.2211268,Maronie Mia,34.000533,-118.225632,Factory
169,34.00184246,-118.2211268,Millenium Products,33.999992,-118.22648,Factory
170,34.00184246,-118.2211268,Last Kings Corporate Office,33.99993591,-118.2233458,Factory
171,34.00184246,-118.2211268,Civilianaire HQ,33.99883,-118.227263,Factory
172,34.00184246,-118.2211268,BCBG Pacific Parking,33.99666252,-118.2213754,Parking
173,34.00184246,-118.2211268,Crystal Promotions,34.005893,-118.220373,Office
174,34.00184246,-118.2211268,Paper Source Converting,34.000498,-118.229557,Building
175,34.04602247,-118.2462496,Downtown Fashion Walk,34.04608016,-118.2473487,Flea Market
176,34.04602247,-118.2462496,Ross Dress for Less,34.04597456,-118.2468796,Clothing Store
177,34.04602247,-118.2462496,Dr. Shigematsu,34.04579468,-118.2462009,Doctor's Office
178,34.04602247,-118.2462496,Los Angeles Mission,34.04520229,-118.2448965,Church
179,34.04602247,-118.2462496,King Eddy Saloon,34.04620716,-118.2476421,Bar
180,34.04602247,-118.2462496,Manning Center Haircut Counter,34.046044,-118.246193,Salon / Barbershop
181,34.04602247,-118.2462496,Intern's Command Center,34.04587979,-118.2462409,College Classroom
182,34.04602247,-118.2462496,Cafe Manning,34.045988,-118.246168,Gastropub
183,34.04602247,-118.2462496,CMC Conference Room,34.04607,-118.245997,Event Space
184,34.04602247,-118.2462496,LASH,34.04729534,-118.2473502,Cocktail Bar
185,34.04602247,-118.2462496,St Vincent De Paul Cardinal Manning Center,34.046138,-118.245939,Building
186,34.04602247,-118.2462496,Subway,34.04693947,-118.2470048,Sandwich Place
187,34.04602247,-118.2462496,Baltimore Hotel,34.04596,-118.248019,Residential Building (Apartment / Condo)
188,34.04602247,-118.2462496,Mikie's Craft Inc,34.046038,-118.246404,Arts & Crafts Store
189,34.04602247,-118.2462496,464,34.0468898,-118.2468862,American Restaurant
190,34.04602247,-118.2462496,These Days,34.04707597,-118.2473487,Art Gallery
191,34.04602247,-118.2462496,Central Cellular,34.0457077,-118.2483902,Electronics Store
192,34.04602247,-118.2462496,Metro by T-Mobile,34.04610756,-118.2471875,Mobile Phone Shop
193,34.04602247,-118.2462496,Innerspace Los Angeles,34.047437,-118.247413,Event Space
194,34.04602247,-118.2462496,The Row,34.04549627,-118.24551,Church
195,34.04602247,-118.2462496,SP+ Parking,34.0439372,-118.2481876,Parking
196,34.04602247,-118.2462496,Party World,34.046154,-118.244607,Miscellaneous Shop
197,34.04602247,-118.2462496,King Edwards,34.046396,-118.247737,Hotel
198,34.04602247,-118.2462496,The Jefferies,34.047175,-118.247112,Residential Building (Apartment / Condo)
199,34.04602247,-118.2462496,Audrey Hepburn Love Mural,34.046805,-118.246996,Street Art
200,34.04602247,-118.2462496,118 Winston,34.046878,-118.247461,Art Gallery
201,34.04602247,-118.2462496,AT&T U-verse,34.04544236,-118.2478706,Business Service
202,34.04602247,-118.2462496,Cafe Caracas,34.04554749,-118.2462082,Restaurant
203,34.04602247,-118.2462496,Andrew Brown Building,34.04478588,-118.2459749,Art Gallery
204,34.04602247,-118.2462496,Green Apple Market,34.044626,-118.245743,Convenience Store
205,34.04602247,-118.2462496,David's Bicycle Locker,34.046128,-118.246129,Athletics & Sports
206,34.04602247,-118.2462496,Old Bank Beehive,34.047557,-118.246463,Other Great Outdoors
207,34.04602247,-118.2462496,Free STD Clinics,34.04562759,-118.2445755,Medical Center
208,34.04602247,-118.2462496,Crown Top Import & Wholesale,34.04542923,-118.2457581,Miscellaneous Shop
209,34.04602247,-118.2462496,Winston Plaza,34.046375,-118.245743,Market
210,34.04602247,-118.2462496,Lokal Sandwich Shop,34.046781,-118.248224,Sandwich Place
211,34.04602247,-118.2462496,San Fernando Building Lofts,34.047822,-118.2472632,Residential Building (Apartment / Condo)
212,34.04602247,-118.2462496,Lazy Brewing Company,34.046109,-118.248098,Coffee Shop
213,34.04602247,-118.2462496,Strada Eateria & Coffee,34.046396,-118.247737,Restaurant
214,34.04602247,-118.2462496,The Tappan Collective,34.047183,-118.247147,Art Gallery
215,34.04602247,-118.2462496,Public Parking Structure,34.042887,-118.248219,Parking
216,34.04602247,-118.2462496,Hookah Place LA,34.04615982,-118.2478086,Hookah Bar
217,34.04602247,-118.2462496,Sushi Zo,34.04814776,-118.247188,Sushi Restaurant
218,34.04602247,-118.2462496,Volunteers Of America,34.04662336,-118.2466349,Office
219,34.04602247,-118.2462496,"Dr. Lorenzo Morales, MD",34.046261,-118.246131,Doctor's Office
220,34.04602247,-118.2462496,The Order Dtla Tattoo Parlor,34.046102,-118.247825,Tattoo Parlor
221,34.04602247,-118.2462496,The Paradise Imports,34.04556656,-118.247345,Perfume Shop
222,34.04602247,-118.2462496,Mexican Yarn And Thread,34.04677191,-118.2469376,Flea Market
223,34.04602247,-118.2462496,Metro Bus - 16/27/18/53/720 Rapid (S Los Angeles St & E 5th St),34.046559,-118.247987,Bus Stop
224,34.04602247,-118.2462496,Rosslyn Hotel,34.04676,-118.248958,Boarding House
225,34.04602247,-118.2462496,Top Zone,34.04542923,-118.2457581,Accessories Store
226,34.04602247,-118.2462496,kian's flowers,34.045681,-118.2453308,Garden Center
227,34.04602247,-118.2462496,Ghostbusters,34.04515839,-118.2459564,Monument / Landmark
228,34.04602247,-118.2462496,Wholesale Store,34.04682456,-118.2454414,Clothing Store
229,34.04602247,-118.2462496,Panama Hotel,34.044875,-118.244584,Hotel
230,34.04602247,-118.2462496,Downtown Mental Health Clinic,34.0448494,-118.2475815,Mental Health Office
231,34.04602247,-118.2462496,New Genesis Housing Project,34.046785,-118.247986,Residential Building (Apartment / Condo)
232,34.04602247,-118.2462496,Blacksmiths,34.04709633,-118.2472387,New American Restaurant
233,34.04602247,-118.2462496,Kinnex Interational INC importer & wholesale,34.04695,-118.246938,Shop & Service
234,34.04602247,-118.2462496,Sunpoint,34.04718399,-118.2465973,Department Store
235,34.04602247,-118.2462496,LOVE IT UP,34.04497203,-118.245647,Bookstore
236,34.04602247,-118.2462496,Crimson Unicorn Tattoo,34.04613804,-118.2477142,Tattoo Parlor
237,34.04602247,-118.2462496,E-Game For Less,34.04556656,-118.247345,Video Game Store
238,34.04602247,-118.2462496,Kody Trading,34.046283,-118.245665,Gift Shop
239,34.04602247,-118.2462496,Friday Cellular Accessories,34.04730308,-118.2462288,Electronics Store
240,34.04602247,-118.2462496,Sakura Crossing Pool,34.0458653,-118.2462867,Residential Building (Apartment / Condo)
241,34.04602247,-118.2462496,Apple Cafe,34.046733,-118.247196,Sandwich Place
242,34.04602247,-118.2462496,Phil's Freeze,34.0454571,-118.2458058,Steakhouse
243,34.04602247,-118.2462496,downtown loft training,34.04709625,-118.2486725,Gym / Fitness Center
244,34.04602247,-118.2462496,Indian Alley,34.046785,-118.247791,Historic Site
245,34.04602247,-118.2462496,new pershing square apts,34.04668538,-118.2481882,Housing Development
246,34.04602247,-118.2462496,GTA Video Games Inc,34.04578,-118.24795,Video Game Store
247,34.04602247,-118.2462496,Brick Downtown LA,34.04825974,-118.246521,Gym
248,34.04602247,-118.2462496,TJ's,34.04629778,-118.2442022,Residential Building (Apartment / Condo)
249,34.04602247,-118.2462496,NYG Toys,34.046691,-118.244665,Toy / Game Store
250,34.04602247,-118.2462496,Toys.accessories,34.04692841,-118.2446823,Toy / Game Store
251,34.04602247,-118.2462496,Shrine Tattoo,34.04814148,-118.2475967,Tattoo Parlor
252,34.04602247,-118.2462496,Bridal Rings Company,34.047728,-118.246319,Jewelry Store
253,34.04602247,-118.2462496,OnSomeShit,34.046396,-118.247737,Bike Shop
254,34.04602247,-118.2462496,We Are Massiv.,34.046109,-118.248098,Clothing Store
255,34.04602247,-118.2462496,IWONDEROUTLET,34.04532242,-118.2487411,Toy / Game Store
256,34.04602247,-118.2462496,Yaali After Hours,34.046521,-118.246886,Other Nightlife
257,34.04602247,-118.2462496,Wall Street Wholesale,34.04737115,-118.2471639,Smoke Shop
258,34.04602247,-118.2462496,LA City EMD,34.049791,-118.235233,Fire Station
259,34.04602247,-118.2462496,3 Double Deuce Studio,34.0466742,-118.2464865,Design Studio
260,34.02833396,-118.2850766,USC Neighborhood Academic Initiative,34.024895,-118.284334,Student Center
261,34.02833396,-118.2850766,Raymond James,34.02843319,-118.2852566,Financial or Legal Service
262,34.02833396,-118.2850766,Tri Chi,34.02864,-118.285505,Sorority House
263,34.02833396,-118.2850766,Spudnuts Donuts,34.025729,-118.285055,Bagel Shop
264,34.02833396,-118.2850766,CorePower Yoga,34.0257974,-118.2848217,Yoga Studio
265,34.02833396,-118.2850766,Trader Joe's,34.02559483,-118.2845858,Grocery Store
266,34.02833396,-118.2850766,Wendy Nails,34.02870241,-118.2836809,Cosmetics Shop
267,34.02833396,-118.2850766,"MBDA Business Center, USC University of Southern California",34.029175,-118.284261,Non-Profit
268,34.02833396,-118.2850766,Village Lawn,34.026245,-118.28547,Field
269,34.02833396,-118.2850766,Study Hall,34.02855429,-118.284304,Gastropub
270,34.02833396,-118.2850766,Phi Sigma Kappa,34.028521,-118.283567,Fraternity House
271,34.02833396,-118.2850766,The Two,34.028103,-118.285337,Residential Building (Apartment / Condo)
272,34.02833396,-118.2850766,Chill Sesh 203,34.02711456,-118.2827845,Speakeasy
273,34.02833396,-118.2850766,Taste Of The Islands,34.02657197,-118.284599,Caribbean Restaurant
274,34.02833396,-118.2850766,Kappa Kappa Gamma,34.02878727,-118.2829521,Sorority House
275,34.02833396,-118.2850766,Senator Apartments (SNA),34.029526,-118.284302,College Residence Hall
276,34.02833396,-118.2850766,HoodiiHooville,34.028099,-118.286372,Other Nightlife
277,34.02833396,-118.2850766,Art of Living Studio,34.03061161,-118.2837868,Yoga Studio
278,34.02833396,-118.2850766,Holiday Inn,34.02970583,-118.2844117,Hotel
279,34.02833396,-118.2850766,Berry Best Yogurt,34.025729,-118.285055,Dessert Shop
280,34.02833396,-118.2850766,Coinstar,34.02621841,-118.2841187,Bank
281,34.02833396,-118.2850766,Utan,34.029475,-118.285257,Miscellaneous Shop
282,34.02833396,-118.2850766,Cento Headquaters,34.028695,-118.285496,Accessories Store
283,34.02833396,-118.2850766,Tri Delta,34.027926,-118.282381,Sorority House
284,34.02833396,-118.2850766,Bel-Air Apartments (BAA),34.028103,-118.284718,College Residence Hall
285,34.02833396,-118.2850766,Trojan Palms,34.027691,-118.287011,Residential Building (Apartment / Condo)
286,34.02833396,-118.2850766,Kappa Sigma,34.02846712,-118.2831745,Fraternity House
287,34.02833396,-118.2850766,Louie Locksmith,34.02756056,-118.2875746,Hardware Store
288,34.02833396,-118.2850766,Menlo house,34.02985488,-118.2857591,Cemetery
289,34.02833396,-118.2850766,Mi Camita,34.029225,-118.285783,Other Nightlife
290,34.02833396,-118.2850766,Launderland,34.025729,-118.285055,Laundry Service
291,34.02833396,-118.2850766,The Mirage,34.02747696,-118.2830389,College Residence Hall
292,34.02833396,-118.2850766,Alpha Epsilon Pi,34.02813,-118.282794,Fraternity House
293,34.02833396,-118.2850766,Phi Delt Basketball Court,34.029221,-118.2835405,Basketball Court
294,34.02833396,-118.2850766,Regent Apartments (RGA),34.028105,-118.284964,College Residence Hall
295,34.02833396,-118.2850766,Cardinal Gardens CSC Laundry Room,34.02804518,-118.2875974,Laundry Service
296,34.02833396,-118.2850766,Zeta Beta Tau,34.02844468,-118.2836474,Fraternity House
297,34.02833396,-118.2850766,Chateau Row Rooftop,34.028701,-118.284356,Residential Building (Apartment / Condo)
298,34.02833396,-118.2850766,The Saloon,34.02788471,-118.2862558,Fraternity House
299,34.02833396,-118.2850766,Los Angeles Institute of Religion,34.02752686,-118.2850189,General College & University
300,34.02833396,-118.2850766,Traveler Manor,34.02857496,-118.286112,Residential Building (Apartment / Condo)
301,34.02833396,-118.2850766,Chateau,34.02881191,-118.2841805,Residential Building (Apartment / Condo)
302,34.02833396,-118.2850766,Amazebowls,34.0259639,-118.284269,Food Truck
303,34.02833396,-118.2850766,Elias's Room,34.028386,-118.283631,College Residence Hall
304,34.02833396,-118.2850766,Windsor Apartments (WIN),34.029653,-118.285353,College Residence Hall
305,34.02833396,-118.2850766,The Peach,34.02814601,-118.286918,Residential Building (Apartment / Condo)
306,34.02833396,-118.2850766,USC Musical Theatre Class,34.02685942,-118.2843432,College Classroom
307,34.02833396,-118.2850766,The Death Star,34.027788,-118.284282,Arcade
308,34.02833396,-118.2850766,Shack Attack,34.028568,-118.285889,Speakeasy
309,34.02833396,-118.2850766,TheShack,34.028804,-118.28549,Lounge
310,34.02833396,-118.2850766,Dr. Kravitz Optometrist,34.025729,-118.285055,Doctor's Office
311,34.02833396,-118.2850766,McAlister Soccer Field,34.027036,-118.283589,Field
312,34.02833396,-118.2850766,Helena Apartments (HAP),34.029076,-118.287158,Residential Building (Apartment / Condo)
313,34.02833396,-118.2850766,Derrick's Jamaican Cuisine,34.02658307,-118.28454,Caribbean Restaurant
314,34.02833396,-118.2850766,Kappa Alpha Order,34.02947551,-118.2833498,Fraternity House
315,34.02833396,-118.2850766,Delta Chi USC Fraternity - Tatooine,34.028234,-118.282987,Fraternity House
316,34.02833396,-118.2850766,The Quidd Frat,34.02715683,-118.2868271,Fraternity House
317,34.02833396,-118.2850766,3DumbHo,34.02759,-118.283078,Wine Bar
318,34.02833396,-118.2850766,Theta Chi,34.029488,-118.283353,Fraternity House
319,34.02833396,-118.2850766,Shacktastic,34.028515,-118.285827,Karaoke Bar
